304678fb79adc7d18bc570816e65c16f.(9, 6).Apex	so much packed in a small <e1>case</e1> and very <e2>affordable</e2>
972c9a8ae7cdb01c2d55a7fe93e6ecd2.(12, 7).Apex	my other gripe is the incredibly crappy <e1>remote</e1> which is worse than <e2>other</e2> cheaper apex unit
-(e2, e1)
5af90fdafd59b525226aefa2ffc9fd00.(18, 4).Apex	i read in consumer <e1>report</e1> that apex is a reliable brand but with my experience and reading the <e2>other</e2> review i think i will be doing a little more homework before considering another apex product
-(e2, e1)
5af90fdafd59b525226aefa2ffc9fd00.(18, 19).Apex	i read in consumer report that apex is a reliable brand but with my experience and reading the <e1>other</e1> <e2>review</e2> i think i will be doing a little more homework before considering another apex product
-(e1, e2)
554c4ad0dd6259a9c61e4817388e8064.(22, 23).Apex	the unit seems to play all format that i have put in it jpeg kodak pic 's and dvd-r i have read <e1>other</e1> <e2>review</e2> and some good and soom not so good but my feeling at this time is two thumb up
-(e1, e2)
6513c98716058aac2f83fc6564af3fd0.(26, 30).Apex	i 've had this player for several month and it read most discs but it would not recognize several discs that were clean and read on <e1>other</e1> player from friend <e2>season</e2> 2
-(e1, e2)
0d0f8d64973f708c799e4e49d6909dfd.(23, 3).Apex	it sends discoutinous <e1>signal</e1> to tv so the tv has the picture for one moment and has only the white noise for the <e2>other</e2> moment
-(e2, e1)
8fd7717f6f4b86db0002350fe4354721.(22, 29).Apex	when i 1st tried it i found that it had no problem playing the more expensive dvd r medium disc 's that <e1>other</e1> player would play but to my <e2>surprise</e2> was able to play cheep medium that i had burned that i could n 't get to work before in anything but the dvd burner itself that i had made the disc with
-(e1, e2)
0d0f8d64973f708c799e4e49d6909dfd.(23, 5).Apex	it sends discoutinous signal to <e1>tv</e1> so the tv has the picture for one moment and has only the white noise for the <e2>other</e2> moment
-(e2, e1)
0d0f8d64973f708c799e4e49d6909dfd.(23, 8).Apex	it sends discoutinous signal to tv so the <e1>tv</e1> has the picture for one moment and has only the white noise for the <e2>other</e2> moment
-(e2, e1)
de26e922f5cfd35c976f25852b35be7d.(13, 4).Apex	its fast-forward and rewind <e1>work</e1> much more smoothly and consistently than those of <e2>other</e2> model i 've had
-(e2, e1)
8fd7717f6f4b86db0002350fe4354721.(22, 47).Apex	when i 1st tried it i found that it had no problem playing the more expensive dvd r medium disc 's that <e1>other</e1> player would play but to my surprise was able to play cheep medium that i had burned that i could n 't get to <e2>work</e2> before in anything but the dvd burner itself that i had made the disc with
-(e1, e2)
cc11c712dec9b78a5e6186104998785b.(5, 2).Apex	one still <e1>work</e1> fine the <e2>other</e2> quit after one day
-(e2, e1)
80cb6fbb20332fa22c5eba0f351a1901.(17, 14).Apex	and the slim form-factor together with the mirror-like front panel sure makes the player <e1>look</e1> cool and <e2>pricey</e2>
-(e2, e1)
80cb6fbb20332fa22c5eba0f351a1901.(17, 13).Apex	and the slim form-factor together with the mirror-like front panel sure makes the <e1>player</e1> look cool and <e2>pricey</e2>
-(e2, e1)
304f55c4c30167a6dd8bf365c2f321c6.(27, 26).Apex	this dvd player play raw mpeg2 and mpeg1 video jpeg wma cdr cdrw dvdr dvdrw and of course play dvd movie from uk i love the <e1>aiff</e1> <e2>progressive</e2> scan feature
-(e2, e1)
1b4b8b00a1be6322acc0a3232c0e902d.(1, 11).Apex	the <e1>progressive</e1> scan option can be turned off easily by a <e2>button</e2> on the remote control which is one of the simplest and easiest remote control i have ever seen or used
-(e1, e2)
304f55c4c30167a6dd8bf365c2f321c6.(27, 11).Apex	this dvd player play raw mpeg2 and mpeg1 video jpeg wma <e1>cdr</e1> cdrw dvdr dvdrw and of course play dvd movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
304f55c4c30167a6dd8bf365c2f321c6.(27, 12).Apex	this dvd player play raw mpeg2 and mpeg1 video jpeg wma cdr <e1>cdrw</e1> dvdr dvdrw and of course play dvd movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
1b4b8b00a1be6322acc0a3232c0e902d.(1, 25).Apex	the <e1>progressive</e1> scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote <e2>control</e2> i have ever seen or used
-(e1, e2)
1b4b8b00a1be6322acc0a3232c0e902d.(1, 15).Apex	the <e1>progressive</e1> scan option can be turned off easily by a button on the remote <e2>control</e2> which is one of the simplest and easiest remote control i have ever seen or used
-(e1, e2)
304f55c4c30167a6dd8bf365c2f321c6.(27, 17).Apex	this dvd player play raw mpeg2 and mpeg1 video jpeg wma cdr cdrw dvdr dvdrw and of <e1>course</e1> play dvd movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
304f55c4c30167a6dd8bf365c2f321c6.(27, 19).Apex	this dvd player play raw mpeg2 and mpeg1 video jpeg wma cdr cdrw dvdr dvdrw and of course play <e1>dvd</e1> movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
304f55c4c30167a6dd8bf365c2f321c6.(27, 1).Apex	this <e1>dvd</e1> player play raw mpeg2 and mpeg1 video jpeg wma cdr cdrw dvdr dvdrw and of course play dvd movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
ef8c9c3238c0997f0a50179e0167afa6.(15, 17).Apex	only owned it about two week so i expect we 're looking at getting another <e1>progressive</e1> scan <e2>dvd</e2> player of higher quality very soon
-(e1, e2)
304f55c4c30167a6dd8bf365c2f321c6.(27, 13).Apex	this dvd player play raw mpeg2 and mpeg1 video jpeg wma cdr cdrw <e1>dvdr</e1> dvdrw and of course play dvd movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
304f55c4c30167a6dd8bf365c2f321c6.(27, 14).Apex	this dvd player play raw mpeg2 and mpeg1 video jpeg wma cdr cdrw dvdr <e1>dvdrw</e1> and of course play dvd movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
304f55c4c30167a6dd8bf365c2f321c6.(27, 29).Apex	this dvd player play raw mpeg2 and mpeg1 video jpeg wma cdr cdrw dvdr dvdrw and of course play dvd movie from uk i love the aiff <e1>progressive</e1> scan <e2>feature</e2>
-(e1, e2)
304f55c4c30167a6dd8bf365c2f321c6.(27, 9).Apex	this dvd player play raw mpeg2 and mpeg1 video <e1>jpeg</e1> wma cdr cdrw dvdr dvdrw and of course play dvd movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
559deec06532af818dc647a493e9e9dc.(0, 12).Apex	<e1>progressive</e1> scan player for a relatively low price although the better known <e2>manufacturer</e2> like toshiba pioneer and panasonic are now offering lower-priced progressive scan player as well
-(e1, e2)
559deec06532af818dc647a493e9e9dc.(22, 12).Apex	progressive scan player for a relatively low price although the better known <e1>manufacturer</e1> like toshiba pioneer and panasonic are now offering lower-priced <e2>progressive</e2> scan player as well
-(e2, e1)
304f55c4c30167a6dd8bf365c2f321c6.(27, 20).Apex	this dvd player play raw mpeg2 and mpeg1 video jpeg wma cdr cdrw dvdr dvdrw and of course play dvd <e1>movie</e1> from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
304f55c4c30167a6dd8bf365c2f321c6.(27, 7).Apex	this dvd player play raw mpeg2 and <e1>mpeg1</e1> video jpeg wma cdr cdrw dvdr dvdrw and of course play dvd movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
304f55c4c30167a6dd8bf365c2f321c6.(27, 5).Apex	this dvd player play raw <e1>mpeg2</e1> and mpeg1 video jpeg wma cdr cdrw dvdr dvdrw and of course play dvd movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
559deec06532af818dc647a493e9e9dc.(0, 15).Apex	<e1>progressive</e1> scan player for a relatively low price although the better known manufacturer like toshiba <e2>pioneer</e2> and panasonic are now offering lower-priced progressive scan player as well
-(e1, e2)
559deec06532af818dc647a493e9e9dc.(22, 15).Apex	progressive scan player for a relatively low price although the better known manufacturer like toshiba <e1>pioneer</e1> and panasonic are now offering lower-priced <e2>progressive</e2> scan player as well
-(e2, e1)
304f55c4c30167a6dd8bf365c2f321c6.(27, 3).Apex	this dvd player <e1>play</e1> raw mpeg2 and mpeg1 video jpeg wma cdr cdrw dvdr dvdrw and of course play dvd movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
304f55c4c30167a6dd8bf365c2f321c6.(27, 18).Apex	this dvd player play raw mpeg2 and mpeg1 video jpeg wma cdr cdrw dvdr dvdrw and of course <e1>play</e1> dvd movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
ef8c9c3238c0997f0a50179e0167afa6.(15, 21).Apex	only owned it about two week so i expect we 're looking at getting another <e1>progressive</e1> scan dvd player of higher <e2>quality</e2> very soon
-(e1, e2)
1b4b8b00a1be6322acc0a3232c0e902d.(1, 24).Apex	the <e1>progressive</e1> scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest <e2>remote</e2> control i have ever seen or used
-(e1, e2)
1b4b8b00a1be6322acc0a3232c0e902d.(1, 14).Apex	the <e1>progressive</e1> scan option can be turned off easily by a button on the <e2>remote</e2> control which is one of the simplest and easiest remote control i have ever seen or used
-(e1, e2)
304f55c4c30167a6dd8bf365c2f321c6.(27, 28).Apex	this dvd player play raw mpeg2 and mpeg1 video jpeg wma cdr cdrw dvdr dvdrw and of course play dvd movie from uk i love the aiff <e1>progressive</e1> <e2>scan</e2> feature
-(e1, e2)
1b4b8b00a1be6322acc0a3232c0e902d.(1, 2).Apex	the <e1>progressive</e1> <e2>scan</e2> option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote control i have ever seen or used
-(e1, e2)
559deec06532af818dc647a493e9e9dc.(0, 1).Apex	<e1>progressive</e1> <e2>scan</e2> player for a relatively low price although the better known manufacturer like toshiba pioneer and panasonic are now offering lower-priced progressive scan player as well
-(e1, e2)
559deec06532af818dc647a493e9e9dc.(22, 1).Apex	progressive <e1>scan</e1> player for a relatively low price although the better known manufacturer like toshiba pioneer and panasonic are now offering lower-priced <e2>progressive</e2> scan player as well
-(e2, e1)
559deec06532af818dc647a493e9e9dc.(0, 23).Apex	<e1>progressive</e1> scan player for a relatively low price although the better known manufacturer like toshiba pioneer and panasonic are now offering lower-priced progressive <e2>scan</e2> player as well
-(e1, e2)
559deec06532af818dc647a493e9e9dc.(22, 23).Apex	progressive scan player for a relatively low price although the better known manufacturer like toshiba pioneer and panasonic are now offering lower-priced <e1>progressive</e1> <e2>scan</e2> player as well
-(e1, e2)
ef8c9c3238c0997f0a50179e0167afa6.(15, 16).Apex	only owned it about two week so i expect we 're looking at getting another <e1>progressive</e1> <e2>scan</e2> dvd player of higher quality very soon
-(e1, e2)
559deec06532af818dc647a493e9e9dc.(0, 14).Apex	<e1>progressive</e1> scan player for a relatively low price although the better known manufacturer like <e2>toshiba</e2> pioneer and panasonic are now offering lower-priced progressive scan player as well
-(e1, e2)
559deec06532af818dc647a493e9e9dc.(22, 14).Apex	progressive scan player for a relatively low price although the better known manufacturer like <e1>toshiba</e1> pioneer and panasonic are now offering lower-priced <e2>progressive</e2> scan player as well
-(e2, e1)
304f55c4c30167a6dd8bf365c2f321c6.(27, 8).Apex	this dvd player play raw mpeg2 and mpeg1 <e1>video</e1> jpeg wma cdr cdrw dvdr dvdrw and of course play dvd movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
ef8c9c3238c0997f0a50179e0167afa6.(15, 5).Apex	only owned it about two <e1>week</e1> so i expect we 're looking at getting another <e2>progressive</e2> scan dvd player of higher quality very soon
-(e2, e1)
304f55c4c30167a6dd8bf365c2f321c6.(27, 10).Apex	this dvd player play raw mpeg2 and mpeg1 video jpeg <e1>wma</e1> cdr cdrw dvdr dvdrw and of course play dvd movie from uk i love the aiff <e2>progressive</e2> scan feature
-(e2, e1)
3f3779a73e73c8430f134c2c7dca084f.(13, 4).Apex	forget about the sleek <e1>look</e1> if it can 't play some of your <e2>real</e2> dvds
-(e2, e1)
9947e0d4813586c77a652fb805fbac2e.(40, 23).Apex	the fact that this model would play jpeg slideshows was a big plus for me as a visual artist and i discovered by <e1>accident</e1> it is not mentioned anywhere in the literature that it will play mpeg1 file on a <e2>regular</e2> cd-r data disk without vcd formatting
-(e2, e1)
9947e0d4813586c77a652fb805fbac2e.(40, 18).Apex	the fact that this model would play jpeg slideshows was a big plus for me as a visual <e1>artist</e1> and i discovered by accident it is not mentioned anywhere in the literature that it will play mpeg1 file on a <e2>regular</e2> cd-r data disk without vcd formatting
-(e2, e1)
9947e0d4813586c77a652fb805fbac2e.(40, 37).Apex	the fact that this model would play jpeg slideshows was a big plus for me as a visual artist and i discovered by accident it is not mentioned anywhere in the literature that it will play mpeg1 <e1>file</e1> on a <e2>regular</e2> cd-r data disk without vcd formatting
-(e2, e1)
9947e0d4813586c77a652fb805fbac2e.(40, 46).Apex	the fact that this model would play jpeg slideshows was a big plus for me as a visual artist and i discovered by accident it is not mentioned anywhere in the literature that it will play mpeg1 file on a <e1>regular</e1> cd-r data disk without vcd <e2>formatting</e2>
-(e1, e2)
9947e0d4813586c77a652fb805fbac2e.(40, 7).Apex	the fact that this model would play <e1>jpeg</e1> slideshows was a big plus for me as a visual artist and i discovered by accident it is not mentioned anywhere in the literature that it will play mpeg1 file on a <e2>regular</e2> cd-r data disk without vcd formatting
-(e2, e1)
9947e0d4813586c77a652fb805fbac2e.(40, 12).Apex	the fact that this model would play jpeg slideshows was a big <e1>plus</e1> for me as a visual artist and i discovered by accident it is not mentioned anywhere in the literature that it will play mpeg1 file on a <e2>regular</e2> cd-r data disk without vcd formatting
-(e2, e1)
9947e0d4813586c77a652fb805fbac2e.(40, 45).Apex	the fact that this model would play jpeg slideshows was a big plus for me as a visual artist and i discovered by accident it is not mentioned anywhere in the literature that it will play mpeg1 file on a <e1>regular</e1> cd-r data disk without <e2>vcd</e2> formatting
-(e1, e2)
5af90fdafd59b525226aefa2ffc9fd00.(9, 14).Apex	i read in consumer report that apex is a <e1>reliable</e1> brand but with my <e2>experience</e2> and reading the other review i think i will be doing a little more homework before considering another apex product
-(e1, e2)
5af90fdafd59b525226aefa2ffc9fd00.(9, 34).Apex	i read in consumer report that apex is a <e1>reliable</e1> brand but with my experience and reading the other review i think i will be doing a little more homework before considering another apex <e2>product</e2>
-(e1, e2)
5af90fdafd59b525226aefa2ffc9fd00.(9, 4).Apex	i read in consumer <e1>report</e1> that apex is a <e2>reliable</e2> brand but with my experience and reading the other review i think i will be doing a little more homework before considering another apex product
-(e2, e1)
5af90fdafd59b525226aefa2ffc9fd00.(9, 19).Apex	i read in consumer report that apex is a <e1>reliable</e1> brand but with my experience and reading the other <e2>review</e2> i think i will be doing a little more homework before considering another apex product
-(e1, e2)
1a0284a937d6f776c0dd445ba87180e1.(5, 11).Apex	we 've purchased 3 universal <e1>remote</e1> so far-all claiming to work <e2>apex</e2> dvd player and none worked
-(e1, e2)
a475cd1c0454d10a130c0e05e28e193d.(11, 2).Apex	5 this <e1>apex</e1> model 2600 will not work with my universal <e2>remote</e2> control
-(e2, e1)
972c9a8ae7cdb01c2d55a7fe93e6ecd2.(7, 14).Apex	my other gripe is the incredibly crappy <e1>remote</e1> which is worse than other cheaper <e2>apex</e2> unit
-(e1, e2)
48452b00f56fb6ca13348ad1d92debd5.(1, 5).Apex	the <e1>remote</e1> is flimsy-feeling and <e2>awkward</e2> to use
-(e1, e2)
1b4b8b00a1be6322acc0a3232c0e902d.(24, 11).Apex	the progressive scan option can be turned off easily by a <e1>button</e1> on the remote control which is one of the simplest and easiest <e2>remote</e2> control i have ever seen or used
-(e2, e1)
1b4b8b00a1be6322acc0a3232c0e902d.(14, 11).Apex	the progressive scan option can be turned off easily by a <e1>button</e1> on the <e2>remote</e2> control which is one of the simplest and easiest remote control i have ever seen or used
-(e2, e1)
1a75f65daeb3cf2d68dd0dd806a825e8.(6, 11).Apex	basic usage is easy but the <e1>remote</e1> has a lot of <e2>button</e2> that i have n 't used
-(e1, e2)
f01bd384c7ae77d1a2329c0a9d0cd49f.(1, 14).Apex	the <e1>remote</e1> is okay but i am not a fan of remote with tiny <e2>button</e2>
-(e1, e2)
f01bd384c7ae77d1a2329c0a9d0cd49f.(11, 14).Apex	the remote is okay but i am not a fan of <e1>remote</e1> with tiny <e2>button</e2>
-(e1, e2)
d79245d81b4060e7f727fdd27f624fad.(0, 1).Apex	<e1>remote</e1> <e2>button</e2> are small and closely spaced especially with the menu button
-(e1, e2)
d79245d81b4060e7f727fdd27f624fad.(0, 11).Apex	<e1>remote</e1> button are small and closely spaced especially with the menu <e2>button</e2>
-(e1, e2)
1a0284a937d6f776c0dd445ba87180e1.(5, 8).Apex	we 've purchased 3 universal <e1>remote</e1> so far-all <e2>claiming</e2> to work apex dvd player and none worked
-(e1, e2)
21b5b1779d52da82b0a477fbf05b65d0.(9, 30).Apex	weakness are minor the feel and layout of the <e1>remote</e1> control are only so-so it does n 't show the complete filename of mp3s with really long name you must <e2>cycle</e2> through every zoom setting 2x 3x 4x 1 2x etc before getting back to normal size sorry if i 'm just ignorant of a way to get back to 1x quickly
-(e1, e2)
1a0284a937d6f776c0dd445ba87180e1.(5, 12).Apex	we 've purchased 3 universal <e1>remote</e1> so far-all claiming to work apex <e2>dvd</e2> player and none worked
-(e1, e2)
b471b2d427e623361da6a9861a24aef8.(3, 21).Apex	p s the <e1>remote</e1> control does seem to get confused at time and doesnt respond but it may be just operator <e2>error</e2>
-(e1, e2)
21b5b1779d52da82b0a477fbf05b65d0.(9, 4).Apex	weakness are minor the <e1>feel</e1> and layout of the <e2>remote</e2> control are only so-so it does n 't show the complete filename of mp3s with really long name you must cycle through every zoom setting 2x 3x 4x 1 2x etc before getting back to normal size sorry if i 'm just ignorant of a way to get back to 1x quickly
-(e2, e1)
21b5b1779d52da82b0a477fbf05b65d0.(9, 21).Apex	weakness are minor the feel and layout of the <e1>remote</e1> control are only so-so it does n 't show the complete <e2>filename</e2> of mp3s with really long name you must cycle through every zoom setting 2x 3x 4x 1 2x etc before getting back to normal size sorry if i 'm just ignorant of a way to get back to 1x quickly
-(e1, e2)
21b5b1779d52da82b0a477fbf05b65d0.(9, 6).Apex	weakness are minor the feel and <e1>layout</e1> of the <e2>remote</e2> control are only so-so it does n 't show the complete filename of mp3s with really long name you must cycle through every zoom setting 2x 3x 4x 1 2x etc before getting back to normal size sorry if i 'm just ignorant of a way to get back to 1x quickly
-(e2, e1)
84b3210547b32bd5ab20ec53b3438380.(16, 13).Apex	there were a few attractive feature such as the small size and the <e1>layout</e1> of the <e2>remote</e2>
-(e2, e1)
a475cd1c0454d10a130c0e05e28e193d.(11, 3).Apex	5 this apex <e1>model</e1> 2600 will not work with my universal <e2>remote</e2> control
-(e2, e1)
21b5b1779d52da82b0a477fbf05b65d0.(9, 23).Apex	weakness are minor the feel and layout of the <e1>remote</e1> control are only so-so it does n 't show the complete filename of <e2>mp3s</e2> with really long name you must cycle through every zoom setting 2x 3x 4x 1 2x etc before getting back to normal size sorry if i 'm just ignorant of a way to get back to 1x quickly
-(e1, e2)
21b5b1779d52da82b0a477fbf05b65d0.(9, 27).Apex	weakness are minor the feel and layout of the <e1>remote</e1> control are only so-so it does n 't show the complete filename of mp3s with really long <e2>name</e2> you must cycle through every zoom setting 2x 3x 4x 1 2x etc before getting back to normal size sorry if i 'm just ignorant of a way to get back to 1x quickly
-(e1, e2)
1a0284a937d6f776c0dd445ba87180e1.(5, 15).Apex	we 've purchased 3 universal <e1>remote</e1> so far-all claiming to work apex dvd player and <e2>none</e2> worked
-(e1, e2)
b471b2d427e623361da6a9861a24aef8.(3, 20).Apex	p s the <e1>remote</e1> control does seem to get confused at time and doesnt respond but it may be just <e2>operator</e2> error
-(e1, e2)
1b4b8b00a1be6322acc0a3232c0e902d.(14, 3).Apex	the progressive scan <e1>option</e1> can be turned off easily by a button on the <e2>remote</e2> control which is one of the simplest and easiest remote control i have ever seen or used
-(e2, e1)
1b4b8b00a1be6322acc0a3232c0e902d.(24, 3).Apex	the progressive scan <e1>option</e1> can be turned off easily by a button on the remote control which is one of the simplest and easiest <e2>remote</e2> control i have ever seen or used
-(e2, e1)
1a0284a937d6f776c0dd445ba87180e1.(5, 13).Apex	we 've purchased 3 universal <e1>remote</e1> so far-all claiming to work apex dvd <e2>player</e2> and none worked
-(e1, e2)
a475cd1c0454d10a130c0e05e28e193d.(11, 11).Apex	5 this apex model 2600 will not work with my universal <e2><e1>remote</e1></e2> control
-(e2, e1)
1f6a9f221bde39b56aa9de7f07074b19.(2, 2).Apex	and the <e2><e1>remote</e1></e2> is cheap and cheasy not sure how long it 'll last but for 50 buck what the heck
-(e2, e1)
b1d2c287ea4bba686b01d6ad02db38a0.(0, 0).Apex	<e2><e1>remote</e1></e2> you can stand it on end harder to lose and it 's far better designed than the 1100s
-(e2, e1)
84b3210547b32bd5ab20ec53b3438380.(16, 16).Apex	there were a few attractive feature such as the small size and the layout of the <e2><e1>remote</e1></e2>
-(e2, e1)
d79245d81b4060e7f727fdd27f624fad.(0, 0).Apex	<e2><e1>remote</e1></e2> button are small and closely spaced especially with the menu button
-(e2, e1)
972c9a8ae7cdb01c2d55a7fe93e6ecd2.(7, 7).Apex	my other gripe is the incredibly crappy <e2><e1>remote</e1></e2> which is worse than other cheaper apex unit
-(e2, e1)
1a75f65daeb3cf2d68dd0dd806a825e8.(6, 6).Apex	basic usage is easy but the <e2><e1>remote</e1></e2> has a lot of button that i have n 't used
-(e2, e1)
21b5b1779d52da82b0a477fbf05b65d0.(9, 9).Apex	weakness are minor the feel and layout of the <e2><e1>remote</e1></e2> control are only so-so it does n 't show the complete filename of mp3s with really long name you must cycle through every zoom setting 2x 3x 4x 1 2x etc before getting back to normal size sorry if i 'm just ignorant of a way to get back to 1x quickly
-(e2, e1)
1b4b8b00a1be6322acc0a3232c0e902d.(24, 14).Apex	the progressive scan option can be turned off easily by a button on the <e1>remote</e1> control which is one of the simplest and easiest <e2>remote</e2> control i have ever seen or used
-(e2, e1)
1b4b8b00a1be6322acc0a3232c0e902d.(24, 24).Apex	the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest <e2><e1>remote</e1></e2> control i have ever seen or used
-(e2, e1)
1b4b8b00a1be6322acc0a3232c0e902d.(14, 24).Apex	the progressive scan option can be turned off easily by a button on the <e1>remote</e1> control which is one of the simplest and easiest <e2>remote</e2> control i have ever seen or used
-(e1, e2)
1b4b8b00a1be6322acc0a3232c0e902d.(14, 14).Apex	the progressive scan option can be turned off easily by a button on the <e2><e1>remote</e1></e2> control which is one of the simplest and easiest remote control i have ever seen or used
-(e2, e1)
bbe63f0328f52170d91cf129c76fd211.(2, 2).Apex	2 the <e2><e1>remote</e1></e2> work but then it does not work and you are left standing there thinking you are doing something wrong
-(e2, e1)
85cbc07247c9d953a80e3b0cf102bf7c.(1, 1).Apex	the <e2><e1>remote</e1></e2> is a little hard to understand
-(e2, e1)
1a0284a937d6f776c0dd445ba87180e1.(5, 5).Apex	we 've purchased 3 universal <e2><e1>remote</e1></e2> so far-all claiming to work apex dvd player and none worked
-(e2, e1)
8a6a1411b8cc32b24107eb3a847bf53d.(5, 5).Apex	i had to return the <e2><e1>remote</e1></e2> on this product because it appeared to be defective
-(e2, e1)
48452b00f56fb6ca13348ad1d92debd5.(1, 1).Apex	the <e2><e1>remote</e1></e2> is flimsy-feeling and awkward to use
-(e2, e1)
f01bd384c7ae77d1a2329c0a9d0cd49f.(1, 1).Apex	the <e2><e1>remote</e1></e2> is okay but i am not a fan of remote with tiny button
-(e2, e1)
f01bd384c7ae77d1a2329c0a9d0cd49f.(11, 1).Apex	the <e1>remote</e1> is okay but i am not a fan of <e2>remote</e2> with tiny button
-(e2, e1)
f01bd384c7ae77d1a2329c0a9d0cd49f.(11, 11).Apex	the remote is okay but i am not a fan of <e2><e1>remote</e1></e2> with tiny button
-(e2, e1)
f01bd384c7ae77d1a2329c0a9d0cd49f.(1, 11).Apex	the <e1>remote</e1> is okay but i am not a fan of <e2>remote</e2> with tiny button
-(e1, e2)
b471b2d427e623361da6a9861a24aef8.(3, 3).Apex	p s the <e2><e1>remote</e1></e2> control does seem to get confused at time and doesnt respond but it may be just operator error
-(e2, e1)
b471b2d427e623361da6a9861a24aef8.(3, 14).Apex	p s the <e1>remote</e1> control does seem to get confused at time and doesnt <e2>respond</e2> but it may be just operator error
-(e1, e2)
21b5b1779d52da82b0a477fbf05b65d0.(9, 34).Apex	weakness are minor the feel and layout of the <e1>remote</e1> control are only so-so it does n 't show the complete filename of mp3s with really long name you must cycle through every zoom <e2>setting</e2> 2x 3x 4x 1 2x etc before getting back to normal size sorry if i 'm just ignorant of a way to get back to 1x quickly
-(e1, e2)
21b5b1779d52da82b0a477fbf05b65d0.(9, 46).Apex	weakness are minor the feel and layout of the <e1>remote</e1> control are only so-so it does n 't show the complete filename of mp3s with really long name you must cycle through every zoom setting 2x 3x 4x 1 2x etc before getting back to normal <e2>size</e2> sorry if i 'm just ignorant of a way to get back to 1x quickly
-(e1, e2)
84b3210547b32bd5ab20ec53b3438380.(16, 10).Apex	there were a few attractive feature such as the small <e1>size</e1> and the layout of the <e2>remote</e2>
-(e2, e1)
21b5b1779d52da82b0a477fbf05b65d0.(9, 47).Apex	weakness are minor the feel and layout of the <e1>remote</e1> control are only so-so it does n 't show the complete filename of mp3s with really long name you must cycle through every zoom setting 2x 3x 4x 1 2x etc before getting back to normal size <e2>sorry</e2> if i 'm just ignorant of a way to get back to 1x quickly
-(e1, e2)
1a75f65daeb3cf2d68dd0dd806a825e8.(6, 1).Apex	basic <e1>usage</e1> is easy but the <e2>remote</e2> has a lot of button that i have n 't used
-(e2, e1)
1a0284a937d6f776c0dd445ba87180e1.(5, 10).Apex	we 've purchased 3 universal <e1>remote</e1> so far-all claiming to <e2>work</e2> apex dvd player and none worked
-(e1, e2)
bbe63f0328f52170d91cf129c76fd211.(2, 3).Apex	2 the <e1>remote</e1> <e2>work</e2> but then it does not work and you are left standing there thinking you are doing something wrong
-(e1, e2)
bbe63f0328f52170d91cf129c76fd211.(2, 9).Apex	2 the <e1>remote</e1> work but then it does not <e2>work</e2> and you are left standing there thinking you are doing something wrong
-(e1, e2)
a475cd1c0454d10a130c0e05e28e193d.(11, 7).Apex	5 this apex model 2600 will not <e1>work</e1> with my universal <e2>remote</e2> control
-(e2, e1)
21b5b1779d52da82b0a477fbf05b65d0.(9, 33).Apex	weakness are minor the feel and layout of the <e1>remote</e1> control are only so-so it does n 't show the complete filename of mp3s with really long name you must cycle through every <e2>zoom</e2> setting 2x 3x 4x 1 2x etc before getting back to normal size sorry if i 'm just ignorant of a way to get back to 1x quickly
-(e1, e2)
9151bec746be1369933e0711724fabba.(41, 35).Apex	the player usually play dvd 's but has occasional problem such as 1 not recognizing a dvd 2 stopping a particular point in a movie every time we played it 3 not being able to <e1>access</e1> certain special feature on a <e2>rental</e2> dvd
-(e2, e1)
9151bec746be1369933e0711724fabba.(41, 38).Apex	the player usually play dvd 's but has occasional problem such as 1 not recognizing a dvd 2 stopping a particular point in a movie every time we played it 3 not being able to access certain special <e1>feature</e1> on a <e2>rental</e2> dvd
-(e2, e1)
f1ea952ffd3cb666c023f31c40f6900f.(21, 4).Apex	it play basically every <e1>medium</e1> i 've tested so far even an old vcd that i ripped year ago and the <e2>rental</e2> dvd that could n 't be played on my old 200 sharp player
-(e2, e1)
9151bec746be1369933e0711724fabba.(41, 24).Apex	the player usually play dvd 's but has occasional problem such as 1 not recognizing a dvd 2 stopping a particular point in a <e1>movie</e1> every time we played it 3 not being able to access certain special feature on a <e2>rental</e2> dvd
-(e2, e1)
9151bec746be1369933e0711724fabba.(41, 21).Apex	the player usually play dvd 's but has occasional problem such as 1 not recognizing a dvd 2 stopping a particular <e1>point</e1> in a movie every time we played it 3 not being able to access certain special feature on a <e2>rental</e2> dvd
-(e2, e1)
